SwisNo,UnitNo,SiteName,CountyID,County,Operator,Location,PlaceName,Zip,EnforAgent,Owner,Category,Activity,RegStatus,OpStatus,Latitude,Longitude,SiteID,UnitID
19-AA-1057,1,City of Palmdale Limited Volume S T,19,Los Angeles,City of Palmdale,39110 3rd Street,Palmdale                                ,93550,County of Los Angeles,City of Palmdale,Transfer/Processing                ,Limited Volume Transfer Operation,Notification                       ,Active                             ,34.59239,-118.12471,10318,10509
43-AM-0001,3,City of Palo Alto Refuse Disposal Site,43,Santa Clara,City Of Palo Alto,2830 Embarcadero Road,Palo Alto                               ,94303,County of Santa Clara                   ,City Of Palo Alto,Composting                         ,Composting Facility (Green Waste)  ,Permitted                          ,Closed,37.44932,-122.1074,4340,11074
43-AM-0001,1,City of Palo Alto Refuse Disposal Site,43,Santa Clara,City Of Palo Alto,2830 Embarcadero Road,Palo Alto                               ,94303,County of Santa Clara                   ,City Of Palo Alto,Disposal                           ,Solid Waste Landfill,Permitted                          ,Closing,37.44932,-122.1074,4340,4398
19-AA-1052,1,City of Pasadena Public Works LVTS,19,Los Angeles,City Of Pasadena,233 West Mountain Street,Pasadena                                ,91103,County of Los Angeles,City Of Pasadena,Transfer/Processing                ,Limited Volume Transfer Operation,Notification                       ,Active                             ,34.16219,-118.15632,10128,10179
40-AA-0001,1,City Of Paso Robles Landfill,40,San Luis Obispo,City Of Paso Robles,Hwy 46; 8 Mi E Of Paso Robles-Nof Hwy 46,Paso Robles (El Paso de  Robles)        ,93446,CalRecycle Enforcement Agency,City Of Paso Robles,Disposal                           ,Solid Waste Landfill,Permitted                          ,Active                             ,35.66314,-120.53182,4095,4148
33-AA-0237,1,City Of Perris Illegal Dump Site        ,33,Riverside,City Of Perris                          ,West End Of 11th Street                 ,Perris                                  ,99999,County of Riverside,City Of Perris                          ,Disposal                           ,Solid Waste Disposal Site          ,Unpermitted                        ,Closed,33.78333,-117.23333,2983,3016
30-AB-0443,1,City of Placentia Corp. Yard - LVTOp.,30,Orange,City of Placentia,2999 East La Jolla,Anaheim                                 ,92806,County of Orange                        ,City of Placentia,Transfer/Processing                ,Limited Volume Transfer Operation,Notification                       ,Active                             ,33.86279,-117.865,10897,11362
54-AA-0047,1,City of Porterville Grn Waste Operation,54,Tulare,City of Porterville,555 N. Prospect St.,Porterville                             ,93257,County of Tulare                        ,City of Porterville,Composting                         ,Chipping and Grinding Activity Fac./ Op.,Notification                       ,Active                             ,36.07508,-119.04764,11239,11802
54-AA-0045,1,City of Porterville Solid Waste Transfer,54,Tulare,City of Porterville,555 North Propect Street,Porterville                             ,93257,County of Tulare                        ,City of Porterville,Transfer/Processing                ,Large Volume Transfer/Proc Facility,Permitted                          ,Active                             ,36.07579,-119.04463,10707,11088
32-AA-0007,1,City Of Portola Landfill,32,Plumas,City Of Portola,Off Hwy 70; 1.5 Mi Ne Portola,Portola                                 ,96122,County of Plumas,City Of Portola,Disposal                           ,Solid Waste Landfill,Permitted                          ,Closing,39.95306,-121.03389,2882,2915
45-AA-0019,1,City Of Redding Benton Landfill,45,Shasta,City Of Redding,2600 Linden St.,Redding                                 ,96001,County of Shasta                        ,City Of Redding,Disposal                           ,Solid Waste Disposal Site          ,Permitted                          ,Closed,40.57,-122.407,4429,4492
45-AA-0059,3,City Of Redding Transfer Station/MRF,45,Shasta,City Of Redding,2255 Abernathy Ln,Redding                                 ,96003,County of Shasta                        ,City Of Redding,Composting                         ,Composting Facility (Green Waste)  ,Permitted                          ,Active                             ,40.575,-122.31296,4439,4505
45-AA-0059,1,City Of Redding Transfer Station/MRF,45,Shasta,City Of Redding,2255 Abernathy Ln,Redding                                 ,96003,County of Shasta                        ,City Of Redding,Transfer/Processing                ,Large Volume Transfer/Proc Facility,Permitted                          ,Active                             ,40.575,-122.31296,4439,4503
10-CR-0018,1,City of Reedley Landfill,10,Fresno,,W/O Frankwood Av S/O Livermore N/O Adams,Reedley                                 ,93654,County of Fresno                        ,City Of Reedley                         ,Disposal                           ,Solid Waste Disposal Site          ,Pre-regulations                    ,Closed,36.63464,-119.4521,479,488
10-AA-0224,1,City of Reedley Waste Water Treatment,10,Fresno,City of Reedley- Public Works Dept.,1701 W. Huntsman Ave.,Reedley                                 ,93654,County of Fresno                        ,City of Reedley- Public Works Dept.,Transfer/Processing                ,Limited Volume Transfer Operation,Notification                       ,Active                             ,36.58179,-119.46501,11196,11738
33-AA-0325,1,City of Riverside Granite Pit Mine,33,Riverside,City of Riverside,Freemont St. & Mount View Ave.,Riverside                               ,92504,County of Riverside,City of Riverside,Disposal                           ,Inert Debris ENG Fill Operation,Notification                       ,Active                             ,33.96027,-117.43518,11092,11619
21-CR-0004,1,City Of San Anselmo Corporation Yard,21,Marin,Town Of San Anselmo                     ,"End Of San Fancisco Blvd.,",San Anselmo                             ,94960,County of Marin                         ,Town Of San Anselmo                     ,Disposal                           ,Solid Waste Disposal Site          ,To Be Determined                   ,Closed,37.99,-122.56167,2216,2248
30-AB-0414,1,City of San Clemente LVTS,30,Orange,City of San Clemente,390 Avenida Pico,San Clemente                            ,92672,County of Orange                        ,City of San Clemente,Transfer/Processing                ,Limited Volume Transfer Operation,Notification                       ,Active                             ,33.43617,-117.6259,10854,11305
37-AB-0010,1,City of San Diego Env.Ser.Dept. LVTO,37,San Diego,City of San Diego (Refuse Collection),8353 Miramar Place,San Diego                               ,92121,City of San Diego                       ,City of San Diego Env. Ser. Dept.,Transfer/Processing                ,Limited Volume Transfer Operation,Notification                       ,Active                             ,32.87933,-117.1775,10155,10220
19-AA-1058,1,City of San Fernando Corp. Yard,19,Los Angeles,"City of San Fernando, Public Works",535 Glenoaks Blvd.,San Fernando                            ,91340,County of Los Angeles,"City of San Fernando, Public Works",Transfer/Processing                ,Limited Volume Transfer Operation,Notification                       ,Active                             ,34.28606,-118.42549,10348,10551
19-AA-0004,2,City Of San Gabriel Disposal Site,19,Los Angeles,City Of San Gabriel                     ,927 East Grand Avenue,San Gabriel                             ,91770,County of Los Angeles,City Of San Gabriel                     ,Transfer/Processing                ,Limited Volume Transfer Operation,Notification                       ,Active                             ,34.11425,-118.08871,1336,1356
30-AB-0423,1,City of San Juan Capistrano LVTOp.,30,Orange,City of San Juan Capistrano,32400 Paseo Adelanto -500` N. Del Obispo,San Juan Capistrano                     ,92675,County of Orange                        ,City of San Juan Capistrano,Transfer/Processing                ,Limited Volume Transfer Operation,Notification                       ,Active                             ,33.50128,-117.666,10874,11335
10-CR-0012,1,City of Sanger Disposal Site (City Yard),10,Fresno,"City Of Sanger Public Works, 17th St    ",3199 S Ross Ave (W of Waste Water Plant),Sanger                                  ,93657,County of Fresno                        ,"City Of Sanger Public Works, 17th St    ",Disposal                           ,Solid Waste Disposal Site          ,Pre-regulations                    ,Closed,36.68787,-119.53829,474,483
10-CR-0065,1,City of Sanger DS (River Bottom),10,Fresno,,N/O Goodfellow Av E/O Channel Rd,Sanger                                  ,93657,County of Fresno                        ,"City Of Sanger Public Works, 17th St    ",Disposal                           ,Solid Waste Disposal Site          ,Pre-regulations                    ,Closed,36.40361,-119.31377,524,533
10-AA-0225,1,City of Sanger Public Works Yard,10,Fresno,City of Sanger Pubilc Works,333 North Ave.,Sanger                                  ,93657,County of Fresno                        ,City of Sanger,Transfer/Processing                ,Limited Volume Transfer Operation,Notification                       ,Active                             ,36.68849,-119.5381,11247,11813
30-AB-0413,1,City of Santa Ana Corporate Yard,30,Orange,"City of Santa Ana, Corporate Yard",215 South Center Street,Santa Ana                               ,92701,County of Orange                        ,City of Sanat Ana  Corporate Yard,Transfer/Processing                ,Medium Volume Transfer/Proc Fac    ,Permitted                          ,Active                             ,33.74451,-117.8975,10853,11304
44-AA-0001,3,City of Santa Cruz Resource Recovery Fac,44,Santa Cruz,City Of Santa Cruz,605 Dimeo Lane,Santa Cruz                              ,95060,CalRecycle Enforcement Agency,City Of Santa Cruz,Composting                         ,Composting Operation (Green Waste) ,Permitted                          ,Active                             ,36.97602,-122.10608,4390,10482
44-AA-0001,1,City of Santa Cruz Resource Recovery Fac,44,Santa Cruz,City Of Santa Cruz,605 Dimeo Lane,Santa Cruz                              ,95060,CalRecycle Enforcement Agency,City Of Santa Cruz,Disposal                           ,Solid Waste Landfill,Permitted                          ,Active                             ,36.97602,-122.10608,4390,4453
19-AA-5350,1,City Of Santa Monica Landfill #2,19,Los Angeles,City Of Santa Monica                    ,2500 Michigan Ave.,Santa Monica                            ,90404,County of Los Angeles,,Disposal                           ,Solid Waste Disposal Site          ,Unpermitted                        ,Closed,34.0269,-118.4686,1640,1668
49-AA-0389,1,City Of Santa Rosa Geyser Pipeline Proj.,49,Sonoma,City Of Santa Rosa Util Dept-Tesconi Cir,5200 Slusser Road                       ,Windsor                                 ,95492,County of Sonoma,County Of Sonoma Public Works Dept,Transfer/Processing                ,"Contaminated Soil Operation, Xfer  ",Surrendered                        ,Clean Closed                       ,38.50694,-122.82417,4697,4772
30-AB-0420,1,City of Seal Beach Public Works Yard,30,Orange,City of Seal Beach,1776 Adolfo Lopez Drive,Seal Beach                              ,90740,County of Orange                        ,City of Seal Beach,Transfer/Processing                ,Limited Volume Transfer Operation,Notification                       ,Active                             ,33.75349,-118.0896,10869,11327
10-AA-0213,1,City of Selma Corporate Yard,10,Fresno,"City of Selma, Public Works Dept.",1325 Nebraska Avenue,Selma                                   ,93662,County of Fresno                        ,"City of Selma, Public Works Dept.",Transfer/Processing                ,Limited Volume Transfer Operation,Notification                       ,Active                             ,36.56105,-119.6042,10725,11116
19-AA-1101,1,City of Sierra Madre Limited Vol T. Op.,19,Los Angeles,"City of Sierra Madre, Public Works",621 East Sierra Madre Blvd.,Sierra Madre                            ,91024,County of Los Angeles,"City of Sierra Madre, Public Works",Transfer/Processing                ,Limited Volume Transfer Operation,Notification                       ,Active                             ,34.16347,-118.0395,10742,11149
30-AB-0402,1,City of Stanton Public Works Yard,30,Orange,City of Stanton,8100 Pacific St,Stanton                                 ,90680,County of Orange                        ,City of Stanton,Transfer/Processing                ,Limited Volume Transfer Operation,Notification                       ,Active                             ,33.80735,-118.00798,10691,11060
43-AA-0007,1,City Of Sunnyvale Landfill,43,Santa Clara,City Of Sunnyvale,North Side Caribbean Dr Near Mathilda Av,Sunnyvale                               ,94089,County of Santa Clara                   ,City Of Sunnyvale,Disposal                           ,Solid Waste Disposal Site          ,Permitted                          ,Closed,37.41956,-122.02081,4330,4387
43-AA-0007,3,City Of Sunnyvale Landfill,43,Santa Clara,City Of Sunnyvale,North Side Caribbean Dr Near Mathilda Av,Sunnyvale                               ,94089,County of Santa Clara                   ,City Of Sunnyvale,Disposal                           ,Treatment Unit (in situ)           ,Exempt                             ,Active                             ,37.41956,-122.02081,4330,10587
39-CR-0034,1,City Of Tracy LF,39,San Joaquin,County Of San Joaquin Public Works Dept,31130 S Corral Hollow Se Corner Hwy 580,Tracy                                   ,95377,County of San Joaquin,County Of San Joaquin Public Works Dept,Disposal                           ,Solid Waste Disposal Site          ,Pre-regulations                    ,Closed,37.67259,-121.45455,4059,4112
50-AA-0021,1,City of Turlock Water Qual. Control Fac,50,Stanislaus,City of Turlock,901 South Walnut Road,Turlock                                 ,93580,CalRecycle Enforcement Agency,City of Turlock,Composting                         ,Composting Facility (Sludge),Notification                       ,Active                             ,37.487,-120.869,10168,10239
30-AB-0437,1,City of Tustin Maintaance Yard -LVTOp.,30,Orange,City of Tustin,1472 Service Road,Tustin                                  ,92780,County of Orange                        ,City of Tustin,Transfer/Processing                ,Limited Volume Transfer Operation,Notification                       ,Active                             ,33.72382,-117.8275,10891,11356
36-AA-0005,1,City Of Upland Disposal Site,36,San Bernardino,,Off Campus Avenue Between 14th & 15th St,Upland                                  ,91786,County of San Bernardino                ,City Of Upland,Disposal                           ,Solid Waste Disposal Site          ,Unpermitted                        ,Closed,34.11667,-117.64,3322,3363
30-AB-0419,1,City of Villa Park LVT Operation,30,Orange,City of Villa Park,17855 Santiago Blvd.,Villa Park                              ,92867,County of Orange                        ,City of Villa Park,Transfer/Processing                ,Limited Volume Transfer Operation,Notification                       ,Active                             ,33.81511,-117.82054,10866,11320
44-AA-0002,4,City Of Watsonville Landfill,44,Santa Cruz,City Of Watsonville                     ,730 San Andreas Road,Watsonville                             ,95076,CalRecycle Enforcement Agency,City Of Watsonville                     ,Composting                         ,Composting Operation (Green Waste) ,Permitted                          ,Active                             ,36.914,-121.824,4391,10516
44-AA-0002,1,City Of Watsonville Landfill,44,Santa Cruz,City Of Watsonville                     ,730 San Andreas Road,Watsonville                             ,95076,CalRecycle Enforcement Agency,City Of Watsonville                     ,Disposal                           ,Solid Waste Landfill,Permitted                          ,Active                             ,36.914,-121.824,4391,4454
30-AB-0435,1,City of Westminster Maintenance LVT Op.,30,Orange,"City of Westminster, Public Works Dept.",South West Corner Hazard and Hoover,Westminster                             ,92683,County of Orange                        ,Southern California Edison,Transfer/Processing                ,Limited Volume Transfer Operation,Notification                       ,Active                             ,33.75142,-117.999,10889,11354
23-AA-0021,1,City Of Willits Disposal Site,23,Mendocino,City Of Willits                         ,Berry Creek Canyon Road,Willits                                 ,95490,County of Mendocino                     ,City Of Willits                         ,Disposal                           ,Solid Waste Disposal Site          ,Permitted                          ,Closed,39.44265,-123.35316,2280,10039
57-AA-0021,1,City Of Winters LF (Old),57,Yolo,City Of Winters Public Works Dept       ,Cr 33 & Cr 88,Winters                                 ,95694,County of Yolo,City Of Winters Public Works Dept       ,Disposal                           ,Solid Waste Disposal Site          ,Unpermitted                        ,Closed,38.51667,-121.96667,5222,5309
30-AB-0422,1,City of Yorba Linda LVTOp.,30,Orange,"City of Yorba Linda, Public Works",4751 Eureka Avenue,Yorba Linda                             ,92885,County of Orange                        ,"City of Yorba Linda, Public Works",Transfer/Processing                ,Limited Volume Transfer Operation,Notification                       ,Active                             ,33.89236,-117.8196,10873,11334
19-AA-0859,1,City Terrace Recycling Transfer Station,19,Los Angeles,"Arsenian, Robert M.",1511-1533 Fishburn Avenue,City Terrace                            ,90063,County of Los Angeles,"Arsenian, Robert M.",Transfer/Processing                ,Large Volume Transfer/Proc Facility,Permitted                          ,Active                             ,34.05816,-118.19123,1506,1534
44-AA-0010,1,City Watsonville Waste Recycling Dropoff,44,Santa Cruz,City of Watsonville,320 Harvest Drive,Watsonville                             ,95076,CalRecycle Enforcement Agency,City of Wastonville Public Works Utilits,Transfer/Processing                ,Medium Volume Transfer/Proc Fac    ,Permitted                          ,Active                             ,36.90551,-121.7648,10204,10306
37-CR-0015,1,Clairemont H.S. Burnsite,37,San Diego,,4150 Ute Drive,San Diego                               ,92117,City of San Diego                       ,San Diego Unified School District,Disposal                           ,Solid Waste Disposal Site          ,Pre-regulations                    ,Closed,32.80796,-117.20298,3813,3855
19-AJ-0001,1,Claremont Colleges,19,Los Angeles,Glavnick K                              ,Ne&Se Cor Claremont Bl/6th St-Arrow Rte,Claremont                               ,91711,County of Los Angeles,"Arrow Claremont Venture, Inc            ",Disposal                           ,Solid Waste Disposal Site          ,Unpermitted                        ,Closed,34.10081,-117.70494,1757,1788
19-AA-5075,1,Claremont Colleges DS,19,Los Angeles,Claremont College,1100 North Mill Avenue,Claremont                               ,91711,County of Los Angeles,Claremont College,Disposal                           ,Solid Waste Disposal Site          ,Unpermitted                        ,Closed,34.10462,-117.70511,10353,10559
04-CR-0001,1,Clark Road Burn Dump,4,Butte,,"E Side Clark Rd Hwy 191, 3 Mi S Of Parad",Paradise                                ,95969,County of Butte,County Of Butte Public Works Dept,Disposal                           ,Solid Waste Disposal Site          ,Unpermitted                        ,Closed,39.725,-121.61056,146,149
35-AA-0029,1,Clean Green Recycling,35,San Benito,CGR- Clean Green Recycling,5890 San Felipe Rd.,Hollister                               ,95023,CalRecycle Enforcement Agency,Mary and Louise Forneris,Composting                         ,Chipping and Grinding Activity Fac./ Op.,Notification                       ,Active                             ,36.93991,-121.41151,11229,11789
15-AA-0257,1,Clean Harbors Buttonwillow LLC,15,Kern,Clean Harbors Buttonwillow LLC,2500 West Lokern Road,Buttonwillow                            ,93206,County of Kern,Clean Harbors Buttonwillow LLC,Disposal                           ,Industrial Waste Codisposal Facility,Permitted                          ,Active                             ,35.40658,-119.60904,962,974
36-AA-0439,1,Clean Mountain - Site Hwy 18,36,San Bernardino,"Burrtec Waste Industries, Inc.",27380 Highway 18,Lake Arrowhead                          ,92352,County of San Bernardino                ,Rim of the World School District,Transfer/Processing                ,Limited Volume Transfer Operation,Notification                       ,Active                             ,34.2325,-117.1992,10591,10887
36-AA-0435,1,Clean Mountain Site- Crestline,36,San Bernardino,"Burrtec Waste Industries, Inc.",22836 Fir,Crestline                               ,92325,County of San Bernardino                ,Rim of the World School District,Transfer/Processing                ,Limited Volume Transfer Operation,Notification                       ,Active                             ,34.24775,-117.30572,10584,10878
36-AA-0437,1,Clean Mountain Site- Green Valley Lake,36,San Bernardino,"Burrtec Waste Industries, Inc.",Green Valley Lake,Green Valley Lake                       ,92382,County of San Bernardino                ,Green Valley Lake Mutual Water Company,Transfer/Processing                ,Limited Volume Transfer Operation,Notification                       ,Active                             ,34.23738,-117.08017,10586,10880
36-AA-0438,1,Clean Mountain Site-LakeArrowhead Elm,36,San Bernardino,"Burrtec Waste Industries, Inc.",1300 Golden Rule Lane,Lake Arrowhead                          ,92352,County of San Bernardino                ,Rim of the World School District,Transfer/Processing                ,Limited Volume Transfer Operation,Notification                       ,Active                             ,34.27373,-117.17833,10590,10886
36-AA-0436,1,Clean Mountain Site-Running Springs,36,San Bernardino,"Burrtec Waste Industries, Inc.",Running Springs Road,Running Springs                         ,92341,County of San Bernardino                ,Rim of the World School District,Transfer/Processing                ,Limited Volume Transfer Operation,Notification                       ,Active                             ,34.20278,-117.0926,10585,10879
19-AR-1252,1,Clean Up America,19,Los Angeles,Clean Up America,2900 Lugo Street,Los Angeles (City)                      ,90023,City of Los Angeles,"Merco, LLC",Transfer/Processing                ,Medium Vol CDI Debris Proc. Fac.,Permitted                          ,Active                             ,34.01597,-118.21714,11210,11761
57-AA-0038,1,Clean World Anaerobic Digester UC Davis,57,Yolo,Clean World,28068 County Road 98,Davis                                   ,95616,County of Yolo,"University of California, Davis",Composting                         ,Composting Operation (Research)    ,Notification                       ,Active                             ,38.52776,-121.80978,11294,11875
34-AA-0232,1,Clean World Partners AD at SATS,34,Sacramento,Synergex Ventures/ Clean World Partners,8550 Fruitridge Rd.,Sacramento                              ,95826,County of Sacramento,Carla K. Massie Family Trust,Composting                         ,Composting Operation (Research)    ,Notification                       ,Active                             ,38.52324,-121.38687,11223,11776
34-AA-0230,1,Clean World Partners Anaerobic Digesters,34,Sacramento,Synergex Ventures/ Clean World Partners,4225 Pell Dr.,Sacramento                              ,95838,County of Sacramento,Carla K. Massie Family Trust,Composting                         ,Composting Operation (Research)    ,Notification                       ,Active                             ,38.64462,-121.47096,11194,11736
18-CR-0011,1,Clear Creek Burn Dump                   ,18,Lassen,,Beatty & Assoc Dirt Rd. 1/4mi E Of Clr C,Clear Creek                             ,96137,County of Lassen,"Beaty, W M & Assoc, Inc",Disposal                           ,Solid Waste Disposal Site          ,Pre-regulations                    ,Closed,40.30278,-121.05833,1326,1345
45-CR-0005,1,Clear Creek Disposal Site,45,Shasta,County Of Shasta Public Works Department,2 miles w. of Hwy 273 on Clear Creek Dr.,Redding                                 ,96001,County of Shasta                        ,County Of Shasta Public Works Department,Disposal                           ,Solid Waste Disposal Site          ,Pre-regulations                    ,Closed,40.50438,-122.4238,4445,4511
19-AR-5122,1,Cleland Dump,19,Los Angeles,,4820 Cleland Ave.,Highland Park (In Los Angeles)          ,90065-4149,City of Los Angeles,,Disposal                           ,Solid Waste Disposal Site          ,Unpermitted                        ,Closed,34.11319,-118.2126,1946,1977
19-DE-0005,1,Clifford L Bush                         ,19,Los Angeles,,3818 Bandini Blvd                       ,Vernon                                  ,90023,City of Vernon                          ,Estate Of Carl Krause (Deceased)        ,Disposal                           ,Solid Waste Disposal Site          ,Pre-regulations                    ,Closed,34.00833,-118.20444,2037,2068
31-AA-0530,1,Clipper Creek,31,Placer,Mr. R. D. Sutherland Jr.,2100 Red Feather Cir-2 Mi W Boole Road,Applegate                               ,95703,County of Placer,Mr. R. D. Sutherland Jr.,Disposal                           ,Solid Waste Disposal Site          ,Unpermitted                        ,Closed,38.97525,-120.84577,2830,2863
28-AA-0002,2,Clover Flat Resource Recovery Park,28,Napa,"Clover Flat Landfill, Inc.",4380 Silverado Trail Road,Calistoga                               ,94515,County of Napa,Vista Corporation,Composting                         ,Composting Facility (Other),Permitted                          ,Active                             ,38.584,-122.534,2540,11943
28-AA-0002,1,Clover Flat Resource Recovery Park,28,Napa,"Clover Flat Landfill, Inc.",4380 Silverado Trail Road,Calistoga                               ,94515,County of Napa,Vista Corporation,Disposal                           ,Solid Waste Landfill,Permitted                          ,Active                             ,38.584,-122.534,2540,2573
49-AA-0244,1,Cloverdale Wood Waste Landfill #1,49,Sonoma,,East Of Hwy 101 On Kelly Road,Cloverdale                              ,95425,County of Sonoma,Louisiana Pacific Corp - Cloverdale     ,Disposal                           ,Solid Waste Disposal Site          ,Unpermitted                        ,Closed,38.78165,-123.00076,4653,4728
49-AA-0011,1,Cloverdale Wood Waste Landfill #2,49,Sonoma,Louisiana Pacific Corp - Samoa,1/2 Mi E Hwy 101 On Kelly Rd,Cloverdale                              ,95425,County of Sonoma,Spight Properties II aka Tyris Corporati,Disposal                           ,Wood Waste Disposal Site,Permitted                          ,Inactive,38.78472,-123.00083,4631,4706
36-AA-0478,1,CLS Landscape Management,36,San Bernardino,Kevin Davis,4307 State St.,Montclair                               ,91763,County of San Bernardino                ,Davis State Street Properties LLC,Composting                         ,Composting Operation (Green Waste) ,Notification                       ,Active                             ,34.05965,-117.71131,11328,11922
19-AA-0401,1,"Co of Los Angeles, R.M. Div. #448",19,Los Angeles,Los Angeles Co Public Works Road M. Div,9521 E. Beverly Blvd.,Pico Rivera                             ,90660,County of Los Angeles,Los Angeles Co Public Works Road M. Div,Transfer/Processing                ,Limited Volume Transfer Operation,Notification                       ,Active                             ,34.00792,-118.07144,1429,1457
33-CR-0004,1,Coachella City,33,Riverside,Waste Management                        ,52nd At Storm Drain,Coachella                               ,92236,County of Riverside,Coachella Valley County Water Dist      ,Disposal                           ,Solid Waste Disposal Site          ,Pre-regulations                    ,Closed,33.67122,-116.10955,3030,3063
33-AA-0292,1,Coachella Valley Composting Facility,33,Riverside,"Burrtec Waste Industries, Inc.","87011 Landfill Road, Ste. A",Coachella                               ,92236,County of Riverside,County Of Riverside Waste Mgmt Dept,Composting                         ,Composting Facility (Green Waste)  ,Permitted                          ,Active                             ,33.72751,-116.14377,3024,3057
33-AA-0012,1,Coachella Valley Disposal Site,33,Riverside,County Of Riverside Waste Mgmt Dept,87-011 Landfill Road,Coachella                               ,92236,County of Riverside,County Of Riverside Waste Mgmt Dept,Disposal                           ,Solid Waste Disposal Site          ,Permitted                          ,Closed,33.72606,-116.14358,2937,2969
33-AA-0248,1,Coachella Valley Transfer Station,33,Riverside,Coachella / Indio Waste TS. Authority,87011-A  Landfill Road,Coachella                               ,92236,County of Riverside,Riverside County Waste Management Depart,Transfer/Processing                ,Large Volume Transfer/Proc Facility,Permitted                          ,Active                             ,33.7279,-116.14362,2990,3023
10-AA-0006,1,Coalinga Disposal Site,10,Fresno,County of Fresno Planning & Res. Mgmt.,30825 Lost Hills Road,Coalinga                                ,93210,County of Fresno                        ,Chevron USA-Bakersfield,Disposal                           ,Solid Waste Landfill,Permitted                          ,Closing,36.10972,-120.35918,424,431
19-CR-0828,1,Coast Guard Dump,19,Los Angeles,"Two Harbors Enterprises, Inc.","Two Harbors, Santa Catalina Island",Avalon                                  ,90704,County of Los Angeles,Santa Catalina Idland Company,Disposal                           ,Solid Waste Disposal Site          ,Unpermitted                        ,Closed,33.43686,-118.50453,11120,11652
37-AA-0966,1,Coast Waste Management Inc. LVTO,37,San Diego,"Coast Waste Management, Inc.",5960 El Camino Real,Carlsbad                                ,92008,County of San Diego                     ,"County of San Diego, DWP Airports",Transfer/Processing                ,Limited Volume Transfer Operation,Notification                       ,Active                             ,33.13482,-117.26643,10860,11311
17-CR-0002,1,Cobb Mountain Dump Site,17,Lake,County Of Lake                          ,8583 Sulpher Creek Road,Adams                                   ,95451,County of Lake                          ,County Of Lake                          ,Disposal                           ,Solid Waste Disposal Site          ,Pre-regulations                    ,Closed,38.05506,-122.75014,1278,1292
19-AA-0581,1,Cogen Dump,19,Los Angeles,BKK Corporation,"Mcbride Ave, Monterey Park,",Monterey Park                           ,90063,County of Los Angeles,Phillip A & Carol Kramer                ,Disposal                           ,Solid Waste Disposal Site          ,Pre-regulations                    ,Closed,34.18178,-118.46234,1447,1475
04-AA-0019,1,Cohasset Dump,4,Butte,,Off of  Cohasset Rd. 1/2m  S of Limpach,Cohasset                                ,95973,County of Butte,Loafer Creek LLC,Disposal                           ,Solid Waste Disposal Site          ,Unpermitted                        ,Closed,39.89167,-121.73,141,144
40-AA-0004,2,"Cold Canyon Landfill, Inc.",40,San Luis Obispo,"Cold Canyon Landfill, Inc",2268 Carpenter Canyon Road,San Luis Obispo                         ,93401,CalRecycle Enforcement Agency,Corral De Piedra Land Company,Composting                         ,Composting Operation (Green Waste) ,Surrendered                        ,Closed,35.1873,-120.59579,4098,10200
40-AA-0004,1,"Cold Canyon Landfill, Inc.",40,San Luis Obispo,"Cold Canyon Landfill, Inc",2268 Carpenter Canyon Road,San Luis Obispo                         ,93401,CalRecycle Enforcement Agency,Corral De Piedra Land Company,Disposal                           ,Solid Waste Landfill,Permitted                          ,Active                             ,35.1873,-120.59579,4098,4151
40-AA-0004,3,"Cold Canyon Landfill, Inc.",40,San Luis Obispo,"Cold Canyon Landfill, Inc",2268 Carpenter Canyon Road,San Luis Obispo                         ,93401,CalRecycle Enforcement Agency,Corral De Piedra Land Company,Transfer/Processing                ,Large Volume Transfer/Proc Facility,Permitted                          ,Active                             ,35.1873,-120.59579,4098,12020
23-AA-0029,1,"Cold Creek Compost, Inc.",23,Mendocino,"Cold Creek Compost, Inc",6000 Potter Valley Road,Ukiah                                   ,95482,County of Mendocino                     ,"Cold Creek Compost, Inc",Composting                         ,Composting Facility (Green Waste)  ,Permitted                          ,Active                             ,39.2514,-123.10071,2288,2319
15-CR-0004,1,College Heights Bd,15,Kern,County of Kern Waste Management Dept.,"S/2-Ne/4,sec16,t27s,r40e",Ridgecrest                              ,93555,County of Kern,"Douglas, C C  Trust                     ",Disposal                           ,Solid Waste Disposal Site          ,Pre-regulations                    ,Closed,35.5895,-117.6725,1033,1047
57-AA-0012,1,Collins Eddy,57,Yolo,,"Cranmoore Rd, East Of Kirkville",Kirkville                               ,95676,County of Yolo,Calif Dept Of Fish & Game               ,Disposal                           ,Solid Waste Disposal Site          ,Unpermitted                        ,Closed,38.88931,-121.80464,5218,5305
21-AA-0053,1,Colliss Ranch Illegal Dump,21,Marin,,26150 Hwy 1,Tomales                                 ,94971,County of Marin                         ,"Colliss, Robert                         ",Disposal                           ,Solid Waste Disposal Site          ,Unpermitted                        ,Closed,38.23801,-122.90587,2211,2243
09-CR-0003,1,Coloma-Lotus #1,9,El Dorado,James and Shelly Twomey,6651 Marshall Grade Rd 0.9 Mi Fr Sr49,Coloma                                  ,95667,County of Placer,James and Shelly Twomey,Disposal                           ,Solid Waste Disposal Site          ,Pre-regulations                    ,Closed,38.81443,-120.89576,388,395
09-CR-0004,1,Coloma-Lotus #2,9,El Dorado,Ragan W & K                             ,5980 Prospector Rd 2.1 Mi Fr Marshall Gr,Coloma                                  ,95667,County of Placer,Ragan W & K                             ,Disposal                           ,Solid Waste Disposal Site          ,Pre-regulations                    ,Closed,38.83976,-120.89558,389,396
